"StoreID"||"StoreName"||"StoreAddress"||"City"||"StProv"||"Country"||"Status"||"SiteType"
"104641"||"104641 - Iowa"||"94 Almo Lane"||"Lynchburg"||"VA"||"United States"||"Open"||"Store"
"104642"||"104642 - Prairieview"||"4 Sunfield Alley"||"Los Angeles"||"CA"||"United States"||"Open"||"Store"
"104643"||"104643 - Meadow Vale"||"533 Graceland Circle"||"Las Vegas"||"NV"||"United States"||"Open"||"Store"
"104644"||"104644 - Miller"||"7877 Bonner Park"||"London"||"KY"||"United States"||"Open"||"Store"
"104645"||"104645 - Forest Run"||"4027 Farwell Way"||"Tucson"||"AZ"||"United States"||"Open"||"Store"
"104646"||"104646 - Hoepker"||"686 Havey Alley"||"Kansas City"||"MO"||"United States"||"Open"||"Store"
"104647"||"104647 - Independence"||"98516 Bayside Parkway"||"Bradenton"||"FL"||"United States"||"Open"||"Store"
"104648"||"104648 - Debra"||"91 School Circle"||"Miami"||"FL"||"United States"||"Open"||"Store"
"104649"||"104649 - Miller"||"4 Rieder Circle"||"Topeka"||"KS"||"United States"||"Open"||"Store"
"104650"||"104650 - Briar Crest"||"1 Laurel Drive"||"Lake Worth"||"FL"||"United States"||"Open"||"Store"
"104651"||"104651 - Sachs"||"4409 Meadow Valley Court"||"Worcester"||"MA"||"United States"||"Open"||"Store"
"104652"||"104652 - Cambridge"||"5329 Burrows Crossing"||"Cheyenne"||"WY"||"United States"||"Open"||"Store"
"104653"||"104653 - Cordelia"||"444 Warrior Park"||"Detroit"||"MI"||"United States"||"Open"||"Store"
"104768"||"104768 - Jana"||"56459 Di Loreto Park"||"Shreveport"||"LA"||"United States"||"Open"||"Store"
"104769"||"104769 - 7th"||"84877 Dorton Plaza"||"Lansing"||"MI"||"United States"||"Open"||"Store"
"104770"||"104770 - Grasskamp"||"4724 Sage Lane"||"Washington"||"DC"||"United States"||"Open"||"Store"
"104771"||"104771 - Mendota"||"1 Steensland Avenue"||"Fort Wayne"||"IN"||"United States"||"Open"||"Store"
"104772"||"104772 - Kedzie"||"20 4th Pass"||"San Diego"||"CA"||"United States"||"Open"||"Store"
"104773"||"104773 - Monument"||"92 Bunker Hill Avenue"||"Madison"||"WI"||"United States"||"Open"||"Store"
"104774"||"104774 - 5th"||"53 Hazelcrest Parkway"||"Vero Beach"||"FL"||"United States"||"Open"||"Store"
"104775"||"104775 - Ridge Oak"||"1 Service Center"||"Farmington"||"MI"||"United States"||"Open"||"Store"
"104776"||"104776 - Dayton"||"90206 Jenifer Center"||"Austin"||"TX"||"United States"||"Open"||"Store"
"104777"||"104777 - Linden"||"14 Eastwood Center"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"104778"||"104778 - John Wall"||"7 Reindahl Drive"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"104779"||"104779 - Del Sol"||"0 Forster Pass"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"104780"||"104780 - Calypso"||"2098 Summerview Place"||"Arlington"||"VA"||"United States"||"Open"||"Store"
"104781"||"104781 - Dunning"||"86 Dapin Hill"||"Washington"||"DC"||"United States"||"Open"||"Store"
"104782"||"104782 - Brickson Park"||"8710 Pine View Crossing"||"Tyler"||"TX"||"United States"||"Open"||"Store"
"104783"||"104783 - Bay"||"63 Di Loreto Park"||"New Orleans"||"LA"||"United States"||"Open"||"Store"
"104784"||"104784 - 2nd"||"22708 Waywood Lane"||"Denver"||"CO"||"United States"||"Open"||"Store"
"104785"||"104785 - Brown"||"46463 Bunker Hill Alley"||"Columbus"||"OH"||"United States"||"Open"||"Store"
"104786"||"104786 - Norway Maple"||"198 Pleasure Center"||"Pasadena"||"CA"||"United States"||"Open"||"Store"
"104787"||"104787 - North"||"9 Grover Place"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"104788"||"104788 - Ridge Oak"||"0649 Fuller Crossing"||"Houston"||"TX"||"United States"||"Open"||"Store"
"104789"||"104789 - Ronald Regan"||"2550 Menomonie Pass"||"Pueblo"||"CO"||"United States"||"Open"||"Store"
"104790"||"104790 - Stang"||"99934 Oakridge Terrace"||"Indianapolis"||"IN"||"United States"||"Open"||"Store"
"104791"||"104791 - Cambridge"||"608 Meadow Vale Parkway"||"Tampa"||"FL"||"United States"||"Open"||"Store"
"104792"||"104792 - Jackson"||"4657 South Trail"||"Portsmouth"||"NH"||"United States"||"Open"||"Store"
"104793"||"104793 - Sutteridge"||"26 Pankratz Plaza"||"Saint Louis"||"MO"||"United States"||"Open"||"Store"
"104794"||"104794 - Prentice"||"18 Wayridge Alley"||"Baltimore"||"MD"||"United States"||"Open"||"Store"
"104795"||"104795 - Corben"||"6 Eggendart Drive"||"Riverside"||"CA"||"United States"||"Open"||"Store"
"104796"||"104796 - Swallow"||"93088 Hovde Plaza"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"104797"||"104797 - Northwestern"||"46422 Cody Trail"||"Houston"||"TX"||"United States"||"Open"||"Store"
"104798"||"104798 - Esker"||"47 Meadow Ridge Crossing"||"Fort Myers"||"FL"||"United States"||"Open"||"Store"
"104799"||"104799 - Debs"||"98 Anthes Circle"||"Saint Paul"||"MN"||"United States"||"Open"||"Store"
"104482"||"104482 - Hallows"||"2 3rd Lane"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"104483"||"104483 - Carey"||"2179 Judy Lane"||"Frederick"||"MD"||"United States"||"Open"||"Store"
"104484"||"104484 - Roth"||"593 Moland Street"||"Memphis"||"TN"||"United States"||"Open"||"Store"
"104485"||"104485 - Muir"||"40554 Russell Road"||"Sioux Falls"||"SD"||"United States"||"Open"||"Store"
"104486"||"104486 - Bartillon"||"9867 Green Court"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"104487"||"104487 - Lukken"||"43750 Longview Avenue"||"Appleton"||"WI"||"United States"||"Open"||"Store"
"104488"||"104488 - Autumn Leaf"||"06 Anniversary Street"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"104489"||"104489 - Montana"||"8 Larry Way"||"Laurel"||"MD"||"United States"||"Open"||"Store"
"104490"||"104490 - Glacier Hill"||"88002 Mockingbird Terrace"||"Baltimore"||"MD"||"United States"||"Open"||"Store"
"104491"||"104491 - Main"||"251 Eliot Point"||"London"||"KY"||"United States"||"Open"||"Store"
"104492"||"104492 - Springview"||"1 Pepper Wood Trail"||"Montgomery"||"AL"||"United States"||"Open"||"Store"
"104493"||"104493 - Hermina"||"6375 Michigan Hill"||"Detroit"||"MI"||"United States"||"Open"||"Store"
"104494"||"104494 - Erie"||"1436 Green Court"||"Tampa"||"FL"||"United States"||"Open"||"Store"
"104495"||"104495 - Heath"||"55 Golf View Park"||"Jacksonville"||"FL"||"United States"||"Open"||"Store"
"104496"||"104496 - Marquette"||"885 Summer Ridge Terrace"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"104497"||"104497 - Messerschmidt"||"19 Coleman Place"||"Seattle"||"WA"||"United States"||"Open"||"Store"
"104498"||"104498 - Sherman"||"96 Anhalt Drive"||"Spokane"||"WA"||"United States"||"Open"||"Store"
"104499"||"104499 - Warrior"||"9182 Golden Leaf Point"||"Lincoln"||"NE"||"United States"||"Open"||"Store"
"104500"||"104500 - Stang"||"1 Buhler Street"||"Houston"||"TX"||"United States"||"Open"||"Store"
"104501"||"104501 - Erie"||"6925 Gateway Street"||"Cleveland"||"OH"||"United States"||"Open"||"Store"
"104502"||"104502 - Maple Wood"||"0355 Buhler Center"||"Detroit"||"MI"||"United States"||"Open"||"Store"
"104503"||"104503 - Manley"||"219 Columbus Plaza"||"Oklahoma City"||"OK"||"United States"||"Open"||"Store"
"104504"||"104504 - Red Cloud"||"9 Kim Point"||"Omaha"||"NE"||"United States"||"Open"||"Store"
"104505"||"104505 - Bay"||"68 Spaight Street"||"Boulder"||"CO"||"United States"||"Open"||"Store"
"104506"||"104506 - Golf View"||"4747 Sunbrook Way"||"Richmond"||"VA"||"United States"||"Open"||"Store"
"104507"||"104507 - Bunker Hill"||"0105 Beilfuss Court"||"Savannah"||"GA"||"United States"||"Open"||"Store"
"104508"||"104508 - Fremont"||"95 Lillian Place"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"104509"||"104509 - Fallview"||"31 Clemons Parkway"||"Richmond"||"VA"||"United States"||"Open"||"Store"
"104510"||"104510 - Northfield"||"8 Gerald Point"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"104511"||"104511 - Fisk"||"628 Hovde Court"||"Lake Charles"||"LA"||"United States"||"Open"||"Store"
"104512"||"104512 - Charing Cross"||"8 Susan Drive"||"San Jose"||"CA"||"United States"||"Open"||"Store"
"102998"||"102998 - Memorial"||"2906 Schlimgen Trail"||"Miami"||"FL"||"United States"||"Open"||"Store"
"102999"||"102999 - Sugar"||"338 Messerschmidt Pass"||"Norwalk"||"CT"||"United States"||"Open"||"Store"
"103000"||"103000 - Derek"||"05585 East Trail"||"Phoenix"||"AZ"||"United States"||"Open"||"Store"
"103001"||"103001 - Commercial"||"01474 Forest Run Road"||"Brooklyn"||"NY"||"United States"||"Open"||"Store"
"103002"||"103002 - Coleman"||"05 Pond Way"||"New Haven"||"CT"||"United States"||"Open"||"Store"
"103003"||"103003 - Loftsgordon"||"5 Roth Alley"||"Worcester"||"MA"||"United States"||"Open"||"Store"
"103194"||"103194 - Tennessee"||"59046 Debra Terrace"||"Evansville"||"IN"||"United States"||"Open"||"Store"
"103195"||"103195 - International"||"80 Dixon Lane"||"Austin"||"TX"||"United States"||"Open"||"Store"
"103196"||"103196 - Mosinee"||"12685 Chinook Point"||"Lincoln"||"NE"||"United States"||"Open"||"Store"
"103197"||"103197 - Lawn"||"91720 David Circle"||"New York City"||"NY"||"United States"||"Open"||"Store"
"103198"||"103198 - Continental"||"6 Dixon Trail"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"103199"||"103199 - Lunder"||"6368 Kipling Circle"||"Virginia Beach"||"VA"||"United States"||"Open"||"Store"
"103200"||"103200 - Utah"||"98532 Golf Course Point"||"Dayton"||"OH"||"United States"||"Open"||"Store"
"103201"||"103201 - Ridge Oak"||"32201 Forest Run Crossing"||"Waterloo"||"IA"||"United States"||"Open"||"Store"
"103202"||"103202 - Manley"||"119 Center Way"||"Peoria"||"IL"||"United States"||"Open"||"Store"
"103203"||"103203 - Lakewood"||"8 Acker Circle"||"Oklahoma City"||"OK"||"United States"||"Open"||"Store"
"103204"||"103204 - Oriole"||"61 Grasskamp Way"||"Jacksonville"||"FL"||"United States"||"Open"||"Store"
"103205"||"103205 - Old Gate"||"28466 Blackbird Center"||"Bowie"||"MD"||"United States"||"Open"||"Store"
"103206"||"103206 - Lotheville"||"2690 Declaration Street"||"Atlanta"||"GA"||"United States"||"Open"||"Store"
"103207"||"103207 - American Ash"||"441 Westerfield Pass"||"Springfield"||"IL"||"United States"||"Open"||"Store"
"103208"||"103208 - Briar Crest"||"90 Rockefeller Parkway"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"103209"||"103209 - Kim"||"52 Bunker Hill Junction"||"Rochester"||"NY"||"United States"||"Open"||"Store"
"103210"||"103210 - Heath"||"043 Fair Oaks Road"||"Indianapolis"||"IN"||"United States"||"Open"||"Store"
"103211"||"103211 - Hooker"||"32850 Carpenter Court"||"Fort Lauderdale"||"FL"||"United States"||"Open"||"Store"
"103212"||"103212 - Upham"||"39296 Old Gate Circle"||"Madison"||"WI"||"United States"||"Open"||"Store"
"103213"||"103213 - Norway Maple"||"3599 Becker Hill"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"103214"||"103214 - Dakota"||"8 Rowland Terrace"||"Monticello"||"MN"||"United States"||"Open"||"Store"
"103215"||"103215 - Bayside"||"927 Kinsman Park"||"Greensboro"||"NC"||"United States"||"Open"||"Store"
"103216"||"103216 - 5th"||"620 Ridge Oak Pass"||"Athens"||"GA"||"United States"||"Open"||"Store"
"100058"||"100058 - Fuller"||"0 Calypso Center"||"Houston"||"TX"||"United States"||"Open"||"Store"
"100059"||"100059 - Crescent Oaks"||"2 Mitchell Circle"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"100060"||"100060 - Raven"||"16 Springs Road"||"Miami"||"FL"||"United States"||"Open"||"Store"
"100061"||"100061 - South"||"02 Thompson Junction"||"Sacramento"||"CA"||"United States"||"Open"||"Store"
"100062"||"100062 - Crest Line"||"43 Iowa Place"||"Akron"||"OH"||"United States"||"Open"||"Store"
"100063"||"100063 - Nelson"||"73 Charing Cross Place"||"Southfield"||"MI"||"United States"||"Open"||"Store"
"100064"||"100064 - Waxwing"||"9 Talmadge Way"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"100065"||"100065 - Commercial"||"46 Declaration Drive"||"West Hartford"||"CT"||"United States"||"Open"||"Store"
"100066"||"100066 - Esch"||"22 Mesta Point"||"Charleston"||"WV"||"United States"||"Open"||"Store"
"100067"||"100067 - Canary"||"0 Sutherland Terrace"||"Gaithersburg"||"MD"||"United States"||"Open"||"Store"
"100068"||"100068 - Butterfield"||"09 Mifflin Crossing"||"Birmingham"||"AL"||"United States"||"Open"||"Store"
"100069"||"100069 - Fieldstone"||"212 Brown Point"||"Jacksonville"||"FL"||"United States"||"Open"||"Store"
"100070"||"100070 - Glendale"||"5 Meadow Valley Trail"||"Hialeah"||"FL"||"United States"||"Open"||"Store"
"100071"||"100071 - Dryden"||"92085 Schiller Avenue"||"Springfield"||"MO"||"United States"||"Open"||"Store"
"100072"||"100072 - Spenser"||"1318 Maryland Way"||"Pompano Beach"||"FL"||"United States"||"Open"||"Store"
"100073"||"100073 - Pawling"||"602 Porter Avenue"||"New Hyde Park"||"NY"||"United States"||"Open"||"Store"
"100074"||"100074 - Mockingbird"||"64 Annamark Street"||"Winston Salem"||"NC"||"United States"||"Open"||"Store"
"100075"||"100075 - Canary"||"9911 Londonderry Lane"||"Roanoke"||"VA"||"United States"||"Open"||"Store"
"100076"||"100076 - Lakewood Gardens"||"9 Thackeray Junction"||"Salt Lake City"||"UT"||"United States"||"Open"||"Store"
"100077"||"100077 - Manufacturers"||"2706 Bayside Pass"||"Athens"||"GA"||"United States"||"Open"||"Store"
"100078"||"100078 - Lawn"||"90 Helena Avenue"||"Fort Worth"||"TX"||"United States"||"Open"||"Store"
"100079"||"100079 - Melvin"||"42700 Oneill Plaza"||"Sacramento"||"CA"||"United States"||"Open"||"Store"
"100080"||"100080 - Judy"||"53999 Dexter Lane"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"-90000313"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000312"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000311"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000310"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000309"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000308"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000307"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000306"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000305"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000304"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000303"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000302"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000301"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000300"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000299"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000298"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000297"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000296"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000295"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000294"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000293"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000292"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000291"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000290"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000289"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000288"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000287"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000286"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000285"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000284"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000283"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000282"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000281"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000280"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000279"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000278"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000277"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"-90000276"||"Management Site"||"n/a"||"n/a"||"n/a"||"n/a"||"Not Applicable"||"Management"
"102721"||"102721 - Union"||"2 Lukken Crossing"||"Orlando"||"FL"||"United States"||"Open"||"Store"
"102722"||"102722 - Corben"||"69 Southridge Circle"||"Houston"||"TX"||"United States"||"Open"||"Store"
"102723"||"102723 - Truax"||"9 Del Mar Crossing"||"Houston"||"TX"||"United States"||"Open"||"Store"
"102724"||"102724 - Del Sol"||"2261 Spohn Center"||"Chicago"||"IL"||"United States"||"Open"||"Store"
"102725"||"102725 - Boyd"||"6 Grayhawk Junction"||"Naperville"||"IL"||"United States"||"Open"||"Store"
"102726"||"102726 - Caliangt"||"222 Lawn Parkway"||"Jackson"||"MS"||"United States"||"Open"||"Store"
"102727"||"102727 - Toban"||"13898 Westridge Place"||"Rochester"||"NY"||"United States"||"Open"||"Store"
"102728"||"102728 - Doe Crossing"||"7865 Truax Terrace"||"Billings"||"MT"||"United States"||"Open"||"Store"
"102729"||"102729 - 8th"||"122 Comanche Terrace"||"Johnstown"||"PA"||"United States"||"Open"||"Store"
"102730"||"102730 - Bartelt"||"76319 Spohn Junction"||"Huntsville"||"TX"||"United States"||"Open"||"Store"
"102731"||"102731 - Cambridge"||"4550 Bay Park"||"Newport News"||"VA"||"United States"||"Open"||"Store"
"102732"||"102732 - Laurel"||"1985 Dixon Trail"||"Indianapolis"||"IN"||"United States"||"Open"||"Store"
"102733"||"102733 - Anniversary"||"36 Bay Street"||"Racine"||"WI"||"United States"||"Open"||"Store"
"102734"||"102734 - Evergreen"||"960 Badeau Street"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"102735"||"102735 - Express"||"83 Oxford Avenue"||"Littleton"||"CO"||"United States"||"Open"||"Store"
"102736"||"102736 - Stone Corner"||"256 Heath Avenue"||"Baltimore"||"MD"||"United States"||"Open"||"Store"
"102737"||"102737 - Pond"||"05154 Helena Way"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"102738"||"102738 - Eastlawn"||"5724 Susan Terrace"||"New York City"||"NY"||"United States"||"Open"||"Store"
"102739"||"102739 - Carey"||"9 Paget Road"||"Worcester"||"MA"||"United States"||"Open"||"Store"
"102740"||"102740 - Stone Corner"||"825 Arrowood Alley"||"Canton"||"OH"||"United States"||"Open"||"Store"
"102741"||"102741 - Dwight"||"7891 Buell Court"||"Long Beach"||"CA"||"United States"||"Open"||"Store"
"102742"||"102742 - Sutteridge"||"630 Northland Center"||"Tyler"||"TX"||"United States"||"Open"||"Store"
"102743"||"102743 - Nova"||"298 Monument Lane"||"Columbia"||"SC"||"United States"||"Open"||"Store"
"102744"||"102744 - Mandrake"||"68 Esker Trail"||"Honolulu"||"HI"||"United States"||"Open"||"Store"
"102871"||"102871 - Spaight"||"25 Ridge Oak Crossing"||"Columbus"||"OH"||"United States"||"Open"||"Store"
"102872"||"102872 - Northfield"||"01068 Moland Junction"||"Riverside"||"CA"||"United States"||"Open"||"Store"
"102873"||"102873 - Onsgard"||"267 Westend Hill"||"Washington"||"DC"||"United States"||"Open"||"Store"
"102874"||"102874 - Artisan"||"2 Loeprich Alley"||"Fort Myers"||"FL"||"United States"||"Open"||"Store"
"102875"||"102875 - Pond"||"976 Monument Park"||"Pensacola"||"FL"||"United States"||"Open"||"Store"
"102876"||"102876 - Dexter"||"3592 Union Trail"||"Corpus Christi"||"TX"||"United States"||"Open"||"Store"
"102877"||"102877 - Lakewood"||"1381 Corry Point"||"Charlotte"||"NC"||"United States"||"Open"||"Store"
"102878"||"102878 - Alpine"||"5 Village Court"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"102879"||"102879 - Meadow Valley"||"60 Atwood Trail"||"Boston"||"MA"||"United States"||"Open"||"Store"
"102880"||"102880 - Cardinal"||"78 Glacier Hill Center"||"El Paso"||"TX"||"United States"||"Open"||"Store"
"102881"||"102881 - Glacier Hill"||"78 Boyd Center"||"Toledo"||"OH"||"United States"||"Open"||"Store"
"102882"||"102882 - Gulseth"||"4 Sycamore Avenue"||"San Diego"||"CA"||"United States"||"Open"||"Store"
"102883"||"102883 - Ronald Regan"||"86623 Daystar Road"||"Harrisburg"||"PA"||"United States"||"Closed"||"Store"
"102884"||"102884 - Esker"||"537 Express Lane"||"Grand Forks"||"ND"||"United States"||"Open"||"Store"
"102885"||"102885 - Bay"||"19496 Warrior Junction"||"Charleston"||"WV"||"United States"||"Open"||"Store"
"102886"||"102886 - Paget"||"7265 Fairfield Lane"||"West Hartford"||"CT"||"United States"||"Open"||"Store"
"102887"||"102887 - Schmedeman"||"543 Manitowish Park"||"Worcester"||"MA"||"United States"||"Open"||"Store"
"102888"||"102888 - Basil"||"54177 Golf Junction"||"Torrance"||"CA"||"United States"||"Closed"||"Store"
"102889"||"102889 - Monument"||"1 Dakota Park"||"Washington"||"DC"||"United States"||"Open"||"Store"
"102890"||"102890 - Bartillon"||"47 Shasta Park"||"Brockton"||"MA"||"United States"||"Open"||"Store"
"102891"||"102891 - Forest Run"||"4044 Stoughton Circle"||"Lancaster"||"PA"||"United States"||"Open"||"Store"
"102892"||"102892 - Springs"||"83 Erie Place"||"Chattanooga"||"TN"||"United States"||"Open"||"Store"
"102893"||"102893 - Reinke"||"58320 Del Mar Circle"||"Washington"||"DC"||"United States"||"Open"||"Store"
"102421"||"102421 - 5th"||"77 Jay Drive"||"New Orleans"||"LA"||"United States"||"Open"||"Store"
"102422"||"102422 - Tony"||"599 Utah Plaza"||"Albuquerque"||"NM"||"United States"||"Open"||"Store"
"102423"||"102423 - Bartillon"||"801 Delaware Avenue"||"Harrisburg"||"PA"||"United States"||"Open"||"Store"
"102424"||"102424 - 2nd"||"64649 Mallory Plaza"||"Phoenix"||"AZ"||"United States"||"Open"||"Store"
"102425"||"102425 - Porter"||"6 School Court"||"San Francisco"||"CA"||"United States"||"Open"||"Store"
"102426"||"102426 - Luster"||"76705 Park Meadow Road"||"Fresno"||"CA"||"United States"||"Open"||"Store"
"102427"||"102427 - Luster"||"4559 Pine View Avenue"||"Jackson"||"MS"||"United States"||"Open"||"Store"
"102428"||"102428 - Chive"||"69012 Sutherland Way"||"Peoria"||"AZ"||"United States"||"Open"||"Store"
"102429"||"102429 - Del Sol"||"53675 Forest Dale Center"||"Zephyrhills"||"FL"||"United States"||"Open"||"Store"
"102430"||"102430 - Spaight"||"0 Quincy Parkway"||"Corona"||"CA"||"United States"||"Open"||"Store"
"102431"||"102431 - Daystar"||"52062 Monica Road"||"Gainesville"||"FL"||"United States"||"Open"||"Store"
"102432"||"102432 - Little Fleur"||"86 Mallory Circle"||"Peoria"||"IL"||"United States"||"Open"||"Store"
"102433"||"102433 - Vernon"||"9162 Packers Trail"||"Anderson"||"IN"||"United States"||"Open"||"Store"
"102434"||"102434 - Schlimgen"||"9 Granby Center"||"Pasadena"||"CA"||"United States"||"Open"||"Store"
"102435"||"102435 - Dayton"||"1 Sutteridge Pass"||"Colorado Springs"||"CO"||"United States"||"Open"||"Store"
"102436"||"102436 - Muir"||"71818 Monument Drive"||"Greenville"||"SC"||"United States"||"Open"||"Store"
"102437"||"102437 - Continental"||"7 Lerdahl Way"||"Dallas"||"TX"||"United States"||"Open"||"Store"
"102438"||"102438 - Artisan"||"510 Vidon Point"||"Miami"||"FL"||"United States"||"Open"||"Store"
"102439"||"102439 - Springs"||"3904 Talmadge Center"||"Syracuse"||"NY"||"United States"||"Open"||"Store"
"102440"||"102440 - Mayer"||"5052 Delaware Parkway"||"Pueblo"||"CO"||"United States"||"Open"||"Store"
"102441"||"102441 - Iowa"||"53660 Mccormick Crossing"||"Kansas City"||"KS"||"United States"||"Open"||"Store"
"102442"||"102442 - Northridge"||"65164 Reinke Center"||"Birmingham"||"AL"||"United States"||"Open"||"Store"
"102443"||"102443 - Lyons"||"465 Division Park"||"Reno"||"NV"||"United States"||"Open"||"Store"
"102444"||"102444 - Boyd"||"8370 Springs Circle"||"Jeffersonville"||"IN"||"United States"||"Open"||"Store"
"102445"||"102445 - Village"||"29414 Butterfield Pass"||"Waltham"||"MA"||"United States"||"Open"||"Store"
"102446"||"102446 - Sage"||"019 Comanche Center"||"Philadelphia"||"PA"||"United States"||"Open"||"Store"
"102447"||"102447 - Morrow"||"9 Rockefeller Terrace"||"Montgomery"||"AL"||"United States"||"Open"||"Store"
"102448"||"102448 - Graceland"||"2 Knutson Court"||"Spokane"||"WA"||"United States"||"Open"||"Store"
"102449"||"102449 - Porter"||"44402 Annamark Circle"||"Houston"||"TX"||"United States"||"Open"||"Store"
"102450"||"102450 - Bashford"||"48997 Eggendart Lane"||"Miami"||"FL"||"United States"||"Open"||"Store"
"102451"||"102451 - Bluejay"||"9 Spaight Drive"||"Torrance"||"CA"||"United States"||"Open"||"Store"
"102594"||"102594 - Anniversary"||"15779 Lukken Junction"||"Austin"||"TX"||"United States"||"Open"||"Store"
"102595"||"102595 - Brown"||"82 Kropf Center"||"Anchorage"||"AK"||"United States"||"Open"||"Store"
"102596"||"102596 - Lake View"||"3146 Elka Alley"||"Prescott"||"AZ"||"United States"||"Open"||"Store"
"102597"||"102597 - Prentice"||"05244 Forster Alley"||"Baltimore"||"MD"||"United States"||"Open"||"Store"
"102598"||"102598 - Bartillon"||"74433 Red Cloud Crossing"||"Fullerton"||"CA"||"United States"||"Open"||"Store"
"102599"||"102599 - Maple"||"2681 Towne Terrace"||"Lafayette"||"IN"||"United States"||"Open"||"Store"
